time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-01-18T01:25:44.590Z,34.39,-118.659,12.84,1.2,mh,0,70.4,0.2159,0.337,ci,ci2157278,2016-02-12T17:22:48.891Z,"11km SW of Valencia, California",earthquake,,1.944,,0,reviewed,ci,ci
1994-01-18T01:19:44.000Z,34.376,-118.682,2.707,2.6,ml,0,73.7,,0.291,ci,ci3161023,2016-02-11T23:46:42.864Z,"11km ESE of Piru, California",earthquake,,0.849,,6,reviewed,ci,ci
1994-01-18T01:18:58.900Z,34.354,-118.612,10.688,2.43,ml,0,66.6,0.1788,0.338,ci,ci3161022,2016-02-11T18:27:04.605Z,"11km N of Chatsworth, California",earthquake,,13.581,,3,reviewed,ci,ci
1994-01-18T01:17:51.430Z,34.381,-118.705,11.454,3.57,ml,0,45.6,,0.299,ci,ci3141112,2016-02-12T12:06:46.224Z,"9km ESE of Piru, California",earthquake,,0.579,,23,reviewed,ci,ci
1994-01-18T01:01:45.430Z,34.363,-118.614,9.353,1.6,mh,0,79.4,0.179,0.31,ci,ci3161021,2016-02-12T04:46:49.538Z,"11km SSW of Valencia, California",earthquake,,9.095,,0,reviewed,ci,ci
1994-01-18T01:00:23.930Z,34.247,-118.613,18.939,3.39,ml,0,106.5,,0.308,ci,ci3141111,2016-02-13T00:59:47.868Z,"1km SW of Chatsworth, California",earthquake,,2.854,,21,reviewed,ci,ci
1994-01-18T01:00:01.340Z,34.387,-118.545,10,2.9,ml,,,,0.7,us,usp00066rx,2014-11-07T00:54:47.882Z,"Greater Los Angeles area, California",earthquake,,,,,reviewed,us,gs$
1994-01-18T00:54:56.540Z,34.386,-118.703,2.372,2.2,mh,0,213.5,,0.192,ci,ci3141110,2016-02-11T21:12:32.329Z,"9km ESE of Piru, California",earthquake,,2.797,,0,reviewed,ci,ci
1994-01-18T00:47:58.770Z,34.383,-118.711,0.693,3.12,ml,0,76.6,,0.357,ci,ci3141292,2016-02-11T23:46:40.511Z,"8km ESE of Piru, California",earthquake,,1.894,,8,reviewed,ci,ci
1994-01-18T00:47:43.880Z,34.383,-118.702,5.476,2.9,mh,0,75.6,,0.313,ci,ci3186854,2016-02-12T17:22:47.635Z,"9km ESE of Piru, California",earthquake,,,,0,reviewed,ci,ci
1994-01-18T00:47:28.240Z,34.382,-118.704,5.256,2.2,mh,0,102,0.237,0.426,ci,ci3186856,2016-02-13T03:33:05.178Z,"9km ESE of Piru, California",earthquake,,,,0,reviewed,ci,ci
1994-01-18T00:46:40.730Z,34.382,-118.699,0.556,3.03,ml,0,75.3,,0.445,ci,ci3186805,2016-02-12T09:36:12.836Z,"10km ESE of Piru, California",earthquake,,3.234,,4,reviewed,ci,ci
1994-01-18T00:45:34.500Z,34.377,-118.724,5.391,3.41,mc,0,106.8,,0.326,ci,ci3141288,2016-02-12T09:36:11.544Z,"8km ESE of Piru, California",earthquake,,,,12,reviewed,ci,ci
1994-01-18T00:44:51.580Z,34.399,-118.695,-1.06,3.2,mc,0,128.9,0.2185,0.306,ci,ci2152224,2016-02-13T08:35:20.754Z,"9km ESE of Piru, California",earthquake,,2.28,,4,reviewed,ci,ci
1994-01-18T00:44:17.660Z,34.397,-118.695,13.723,3.56,mc,0,56.5,,0.331,ci,ci2152199,2016-02-12T09:36:10.345Z,"9km ESE of Piru, California",earthquake,,1.096,,5,reviewed,ci,ci
1994-01-18T00:43:08.890Z,34.377,-118.698,10.709,5.24,ml,0,45.5,,0.311,ci,ci3141286,2017-04-26T17:48:35.096Z,"10km ESE of Piru, California",earthquake,,0.534,,8,reviewed,ci,ci
1994-01-18T00:42:34.590Z,34.356,-118.594,0.24,1.5,mh,0,105.1,,0.282,ci,ci2150875,2016-02-12T17:22:46.331Z,"10km SW of Santa Clarita, California",earthquake,,0.643,,0,reviewed,ci,ci
1994-01-18T00:41:35.950Z,34.324,-118.504,2.906,1.8,mh,0,168.2,0.1074,0.2,ci,ci2150885,2016-02-12T19:58:14.668Z,"6km N of Granada Hills, California",earthquake,,1.109,,0,reviewed,ci,ci
1994-01-18T00:40:04.090Z,34.394,-118.543,-0.844,4.21,ml,0,96.8,,0.332,ci,ci2150850,2016-02-13T03:33:03.979Z,"4km SW of Santa Clarita, California",earthquake,,0.837,,24,reviewed,ci,ci
1994-01-18T00:39:35.030Z,34.379,-118.564,6.509,4.4,ml,0,49.1,,0.282,ci,ci3141108,2016-02-12T12:06:44.263Z,"7km SW of Santa Clarita, California",earthquake,,1.743,,21,reviewed,ci,ci
1994-01-18T00:39:25.500Z,34.34,-118.577,1.51,1,mh,0,133.5,,0.184,ci,ci2151710,2016-02-12T02:18:34.416Z,"10km NNE of Chatsworth, California",earthquake,,0.948,,0,reviewed,ci,ci
1994-01-18T00:36:20.720Z,34.268,-118.482,12.413,3.94,ml,0,44.6,,0.282,ci,ci3141107,2016-02-12T07:09:43.030Z,"2km ESE of Granada Hills, California",earthquake,,0.349,,26,reviewed,ci,ci
1994-01-18T00:32:31.480Z,34.384,-118.503,-0.013,2.56,mc,0,195.7,,0.193,ci,ci2138887,2016-02-12T17:22:44.478Z,"4km S of Santa Clarita, California",earthquake,,0.674,,26,reviewed,ci,ci
1994-01-18T00:30:40.660Z,34.292,-118.426,1.256,2.69,mc,0,143,,0.229,ci,ci2138885,2016-02-13T05:59:50.826Z,"2km NE of Pacoima, California",earthquake,,1.363,,17,reviewed,ci,ci
1994-01-18T00:27:33.380Z,42.3865,-122.042,-0.726,1.8,md,4,166,0.08166,0.08,uw,uw10331838,2016-07-24T00:01:29.520Z,"Oregon",earthquake,0.414,0.46,0.05,3,reviewed,uw,uw
1994-01-18T00:25:05.230Z,34.341,-118.489,0.965,3.05,mc,0,117.4,,0.245,ci,ci3141280,2016-02-13T03:33:02.699Z,"8km N of Granada Hills, California",earthquake,,0.374,,128,reviewed,ci,ci
1994-01-18T00:24:39.430Z,34.394,-118.629,13.369,2.38,mc,0,66.9,,0.243,ci,ci3186667,2016-02-12T12:06:42.733Z,"9km SW of Valencia, California",earthquake,,0.967,,17,reviewed,ci,ci
1994-01-18T00:23:38.250Z,34.246,-118.573,2.287,3.29,ml,0,66.3,,0.357,ci,ci3141279,2016-02-12T19:58:13.443Z,"3km ESE of Chatsworth, California",earthquake,,0.261,,42,reviewed,ci,ci
1994-01-18T00:23:07.260Z,43.688,-123.3808333,-1.128,1.72,md,6,143,0.2657,0.39,uw,uw10331823,2016-07-24T00:01:29.290Z,"Oregon",explosion,1.24,31.61,0.093,6,reviewed,uw,uw
1994-01-18T00:22:47.210Z,34.322,-118.725,5.533,2.6,mh,0,102.1,,0.303,ci,ci3186661,2016-02-12T04:46:48.253Z,"6km NNE of Simi Valley, California",earthquake,,,,0,reviewed,ci,ci
1994-01-18T00:22:20.020Z,34.352,-118.624,-0.468,3.03,ml,0,98.4,,0.271,ci,ci3141278,2016-02-12T02:18:32.787Z,"11km N of Chatsworth, California",earthquake,,0.381,,21,reviewed,ci,ci
1994-01-18T00:22:15.610Z,34.3,-118.498,12.676,1.8,mh,0,89.8,,0.297,ci,ci3186662,2016-02-11T21:12:31.045Z,"3km N of Granada Hills, California",earthquake,,0.909,,0,reviewed,ci,ci
1994-01-18T00:16:57.820Z,34.264,-118.571,15.887,2.78,ml,0,141.4,,0.243,ci,ci3141083,2016-02-13T00:59:46.466Z,"3km ENE of Chatsworth, California",earthquake,,1.414,,30,reviewed,ci,ci
1994-01-18T00:12:00.410Z,34.344,-118.631,0.813,2.65,ml,0,83.4,0.1963,0.338,ci,ci3141081,2016-02-12T19:58:12.034Z,"10km NNW of Chatsworth, California",earthquake,,0.756,,3,reviewed,ci,ci
1994-01-18T00:07:39.010Z,34.347,-118.702,2.432,2,mh,0,94.7,,0.286,ci,ci3161878,2016-02-12T09:36:09.127Z,"9km NNE of Simi Valley, California",earthquake,,0.905,,0,reviewed,ci,ci
1994-01-18T00:06:38.830Z,34.383,-118.692,11.153,2.87,ml,0,62.2,,0.335,ci,ci3141080,2016-02-12T22:27:34.422Z,"10km ESE of Piru, California",earthquake,,1.719,,30,reviewed,ci,ci
1994-01-18T00:05:43.390Z,34.323,-118.575,4.162,2.87,mc,0,76.4,,0.308,ci,ci3141079,2016-02-12T14:47:55.921Z,"8km NNE of Chatsworth, California",earthquake,,0.979,,29,reviewed,ci,ci
1994-01-18T00:02:41.580Z,34.374,-118.624,7.513,2.52,ml,0,109.7,0.186,0.369,ci,ci3161877,2016-02-12T07:09:41.461Z,"10km SSW of Valencia, California",earthquake,,17.012,,14,reviewed,ci,ci
1994-01-18T00:02:18.890Z,42.2376667,-121.969,6.404,1.6,md,4,285,0.07628,0.07,uw,uw10331773,2016-07-24T00:01:28.960Z,"Oregon",earthquake,0.785,0.57,0.04,3,reviewed,uw,uw
1994-01-18T00:01:27.820Z,34.339,-118.683,-0.698,3.54,ml,0,61.1,,0.315,ci,ci3141072,2016-02-11T18:27:03.331Z,"9km NE of Simi Valley, California",earthquake,,0.528,,34,reviewed,ci,ci
1994-01-17T23:56:15.480Z,34.212,-118.552,19.391,2.68,ml,0,58,,0.32,ci,ci3141071,2016-02-12T09:36:07.912Z,"2km WNW of Reseda, California",earthquake,,1.199,,15,reviewed,ci,ci
1994-01-17T23:54:01.920Z,37.33,-122.1118333,-0.297,1.33,md,8,174,0.01622,0.08,nc,nc391529,2016-12-21T21:29:13.241Z,"San Francisco Bay area, California",quarry blast,0.42,1.23,0.09,5,reviewed,nc,nc
1994-01-17T23:53:21.240Z,34.288,-118.525,12.256,2.49,ml,0,121.5,,0.278,ci,ci3141067,2016-02-12T12:06:41.494Z,"3km NW of Granada Hills, California",earthquake,,1.66,,6,reviewed,ci,ci
1994-01-17T23:50:33.570Z,34.404,-118.597,16.726,2.2,mh,0,115.8,0.1639,0.368,ci,ci2150845,2016-02-12T04:46:46.964Z,"6km SSW of Valencia, California",earthquake,,4.15,,0,reviewed,ci,ci
1994-01-17T23:50:07.570Z,34.365,-118.61,1.727,3,mh,0,108.5,0.1754,0.295,ci,ci2150833,2016-02-12T04:46:45.750Z,"11km SSW of Valencia, California",earthquake,,1.796,,0,reviewed,ci,ci
1994-01-17T23:49:25.370Z,34.343,-118.666,7.709,3.99,ml,0,45.3,,0.328,ci,ci3141062,2016-02-12T07:09:40.184Z,"10km NE of Simi Valley, California",earthquake,,1.467,,49,reviewed,ci,ci
1994-01-17T23:45:11.870Z,38.8051667,-122.8033333,0.38,1.11,md,7,107,0.007207,0.02,nc,nc1211636,2016-12-21T21:29:05.191Z,"Northern California",earthquake,0.43,0.36,0.25,8,reviewed,nc,nc
1994-01-17T23:44:21.580Z,34.341,-118.623,0.871,2.5,mh,0,68.4,,0.339,ci,ci3141058,2016-02-12T14:47:54.663Z,"10km N of Chatsworth, California",earthquake,,1.013,,0,reviewed,ci,ci
1994-01-17T23:43:50.400Z,34.319,-118.688,1.748,2.1,mh,0,152.4,,0.259,ci,ci3161872,2016-02-13T00:59:45.140Z,"7km NE of Simi Valley, California",earthquake,,1.925,,0,reviewed,ci,ci
1994-01-17T23:43:06.960Z,34.314,-118.596,2.612,3.47,ml,0,81.2,0.1784,0.334,ci,ci3141053,2016-02-13T03:33:01.314Z,"6km N of Chatsworth, California",earthquake,,1.412,,21,reviewed,ci,ci
1994-01-17T23:42:24.120Z,34.373,-118.56,-0.813,2.1,mh,0,140.8,0.1334,0.226,ci,ci3141051,2016-02-13T08:35:19.386Z,"7km SW of Santa Clarita, California",earthquake,,1.834,,0,reviewed,ci,ci
1994-01-17T23:40:52.900Z,34.266,-118.601,2.327,2.94,ml,0,66.4,0.2063,0.347,ci,ci3141048,2016-02-12T02:18:30.663Z,"1km NNE of Chatsworth, California",earthquake,,0.604,,6,reviewed,ci,ci
1994-01-17T23:38:25.360Z,34.307,-118.576,0.804,1.5,mh,0,77.1,,0.344,ci,ci3183142,2016-02-12T07:09:38.663Z,"6km NNE of Chatsworth, California",earthquake,,1.374,,0,reviewed,ci,ci
1994-01-17T23:38:09.710Z,34.375,-118.524,0.467,3.47,ml,0,94.2,,0.233,ci,ci3141353,2016-02-12T17:22:43.208Z,"5km SSW of Santa Clarita, California",earthquake,,0.457,,12,reviewed,ci,ci
1994-01-17T23:37:24.220Z,34.322,-118.687,13.261,3.33,mc,0,122.7,0.2466,0.229,ci,ci3183139,2016-02-11T18:27:01.355Z,"7km NE of Simi Valley, California",earthquake,,4.851,,5,reviewed,ci,ci
1994-01-17T23:36:55.840Z,34.346,-118.663,2.727,3.74,ml,0,126.7,,0.368,ci,ci3141350,2016-02-11T18:26:59.700Z,"11km NE of Simi Valley, California",earthquake,,1.534,,8,reviewed,ci,ci
1994-01-17T23:35:39.090Z,34.343,-118.68,1.522,2.4,mh,0,114.3,,0.371,ci,ci2151673,2016-02-12T17:22:41.824Z,"10km NE of Simi Valley, California",earthquake,,1.772,,0,reviewed,ci,ci
1994-01-17T23:33:30.690Z,34.326,-118.698,9.083,5.58,ml,0,23.9,,0.317,ci,ci3141273,2020-03-26T17:05:35.112Z,"7km NNE of Simi Valley, California",earthquake,,0.84,,28,reviewed,ci,ci
1994-01-17T23:15:53.030Z,37.323,-122.0988333,-0.35,1.87,md,49,38,0.01171,0.07,nc,nc391526,2016-12-21T21:28:56.892Z,"San Francisco Bay area, California",quarry blast,0.13,0.24,0.24,27,reviewed,nc,nc
1994-01-17T23:15:52.640Z,34.382,-118.588,13.413,2.81,ml,0,74.7,,0.279,ci,ci3141038,2016-02-12T02:18:28.670Z,"8km S of Valencia, California",earthquake,,0.989,,39,reviewed,ci,ci
1994-01-17T23:15:02.540Z,34.344,-118.444,0.429,2,mh,0,125.1,0.05722,0.178,ci,ci3161866,2016-02-12T04:46:44.490Z,"7km N of Pacoima, California",earthquake,,0.585,,0,reviewed,ci,ci
1994-01-17T23:13:56.030Z,34.266,-118.548,12.064,2.62,ml,0,124.5,,0.265,ci,ci3141034,2016-02-13T05:59:49.567Z,"4km NNW of Northridge, California",earthquake,,2.571,,15,reviewed,ci,ci
1994-01-17T23:13:41.530Z,34.207,-118.565,6.572,2.39,mc,0,79.4,,0.264,ci,ci3182634,2016-02-12T19:58:10.752Z,"3km WNW of Reseda, California",earthquake,,23.034,,29,reviewed,ci,ci
1994-01-17T23:10:16.880Z,34.333,-118.394,1.183,1,mh,0,166.7,0.05514,0.25,ci,ci2176861,2016-02-12T19:58:09.529Z,"7km NE of Pacoima, California",earthquake,,0.916,,0,reviewed,ci,ci
1994-01-17T23:09:22.340Z,34.329,-118.443,7.993,3.12,ml,0,50.2,,0.233,ci,ci3141033,2016-02-12T02:18:26.829Z,"5km N of Pacoima, California",earthquake,,0.81,,45,reviewed,ci,ci
1994-01-17T23:09:13.030Z,34.285,-118.469,10.064,1.7,mh,0,85.5,,0.281,ci,ci2176857,2016-02-12T14:47:53.449Z,"3km W of San Fernando, California",earthquake,,1.757,,0,reviewed,ci,ci
1994-01-17T22:58:42.150Z,34.332,-118.454,6.846,2.52,mc,0,121.4,,0.193,ci,ci2176837,2016-02-12T22:27:32.861Z,"6km NNW of Pacoima, California",earthquake,,2.175,,48,reviewed,ci,ci
1994-01-17T22:57:14.020Z,34.347,-118.611,8.763,3.47,ml,0,44,,0.259,ci,ci3141031,2016-02-12T17:22:40.422Z,"10km N of Chatsworth, California",earthquake,,0.997,,49,reviewed,ci,ci
1994-01-17T22:54:10.000Z,37.3261667,-122.1021667,-0.35,1.9,md,20,52,0.01081,0.08,nc,nc391524,2016-12-21T21:28:47.718Z,"San Francisco Bay area, California",quarry blast,0.22,0.26,0.12,14,reviewed,nc,nc
1994-01-17T22:51:30.300Z,45.0338333,-122.6318333,14.898,1.7,md,14,123,0.2151,0.2,uw,uw10331643,2016-07-24T00:01:28.540Z,"Oregon",earthquake,0.584,1.93,0.06,5,reviewed,uw,uw
1994-01-17T22:50:35.420Z,34.31,-118.473,4.491,3.45,ml,0,52.5,,0.296,ci,ci3141023,2016-02-12T22:27:31.389Z,"4km NW of Pacoima, California",earthquake,,0.679,,41,reviewed,ci,ci
1994-01-17T22:46:51.990Z,34.395,-118.556,2.763,1,mh,0,175,,0.273,ci,ci2157252,2016-02-13T03:33:00.011Z,"5km WSW of Santa Clarita, California",earthquake,,0.834,,0,reviewed,ci,ci
1994-01-17T22:45:28.560Z,34.44,-118.528,-0.684,2.95,ml,0,56.1,,0.273,ci,ci3141020,2016-02-13T08:35:17.645Z,"3km NW of Santa Clarita, California",earthquake,,0.477,,39,reviewed,ci,ci
1994-01-17T22:45:22.480Z,34.359,-118.624,2.539,2,mh,0,67.8,,0.226,ci,ci2157142,2016-02-12T12:06:38.190Z,"12km N of Chatsworth, California",earthquake,,0.856,,0,reviewed,ci,ci
1994-01-17T22:45:07.800Z,34.33,-118.458,6.688,0.5,mh,0,189.3,0.07537,0.159,ci,ci2157132,2016-02-13T08:35:15.391Z,"6km NNW of Pacoima, California",earthquake,,2.733,,0,reviewed,ci,ci
1994-01-17T22:44:49.900Z,34.27,-118.533,12.316,0.8,mh,0,178.8,0.1614,0.24,ci,ci2157127,2016-02-12T04:46:43.177Z,"3km W of Granada Hills, California",earthquake,,7.075,,0,reviewed,ci,ci
1994-01-17T22:44:13.820Z,34.333,-118.437,7.691,2.95,ml,0,86.6,,0.178,ci,ci3141017,2016-02-12T12:06:36.896Z,"6km N of Pacoima, California",earthquake,,1.921,,35,reviewed,ci,ci
1994-01-17T22:40:03.580Z,42.2688333,-121.9163333,1.654,1.5,md,4,288,0.0769,0.23,uw,uw10331543,2016-07-24T00:01:28.260Z,"Oregon",earthquake,1.823,1.72,0.05,2,reviewed,uw,uw
1994-01-17T22:38:04.260Z,34.292,-118.579,10.669,1.2,mh,0,140.1,0.09981,0.058,ci,ci2157119,2016-02-13T03:32:58.776Z,"4km NNE of Chatsworth, California",earthquake,,20.539,,0,reviewed,ci,ci
1994-01-17T22:37:24.310Z,34.357,-118.616,12.163,2.1,mh,0,151.7,0.1816,0.16,ci,ci3141014,2016-02-13T08:35:14.095Z,"11km N of Chatsworth, California",earthquake,,3.96,,0,reviewed,ci,ci
1994-01-17T22:34:37.880Z,34.392,-118.626,9.682,2.2,mc,0,93.9,,0.2,ci,ci3186806,2016-02-11T23:46:37.468Z,"9km SW of Valencia, California",earthquake,,4.061,,28,reviewed,ci,ci
1994-01-17T22:33:06.010Z,34.363,-118.621,0.529,3.09,ml,0,67.4,0.1847,0.324,ci,ci3141248,2016-02-11T18:26:58.310Z,"11km SSW of Valencia, California",earthquake,,1.632,,9,reviewed,ci,ci
1994-01-17T22:33:01.770Z,34.331,-118.601,5.532,2.7,mh,0,106.5,0.176,0.131,ci,ci3186804,2016-02-12T22:27:28.487Z,"8km N of Chatsworth, California",earthquake,,,,0,reviewed,ci,ci
1994-01-17T22:31:53.730Z,34.339,-118.442,5.733,4.12,ml,0,50.2,,0.329,ci,ci3141242,2016-02-12T19:58:08.289Z,"6km N of Pacoima, California",earthquake,,,,45,reviewed,ci,ci
1994-01-17T22:31:36.580Z,34.312,-118.461,5.861,3.73,mc,0,51.4,,0.258,ci,ci3186668,2016-02-11T18:26:55.060Z,"4km NNW of Pacoima, California",earthquake,,2.047,,126,reviewed,ci,ci
1994-01-17T22:24:33.000Z,34.339,-118.541,0.351,3.52,ml,0,92.2,,0.264,ci,ci3141012,2016-02-12T02:18:25.234Z,"8km NNW of Granada Hills, California",earthquake,,0.3,,47,reviewed,ci,ci
1994-01-17T22:23:41.760Z,34.362,-118.609,2.975,2.23,mc,0,71.1,0.175,0.288,ci,ci3162740,2016-02-12T17:22:37.710Z,"11km SSW of Valencia, California",earthquake,,2.611,,33,reviewed,ci,ci
1994-01-17T22:21:44.850Z,34.339,-118.463,-0.369,3.57,ml,0,51.9,,0.282,ci,ci3141238,2016-02-12T02:18:23.674Z,"7km NNW of Pacoima, California",earthquake,,0.649,,46,reviewed,ci,ci
1994-01-17T22:21:31.430Z,34.293,-118.533,2.369,2,mh,0,94.8,,0.255,ci,ci3162739,2016-02-12T07:09:37.380Z,"4km NW of Granada Hills, California",earthquake,,1.391,,0,reviewed,ci,ci
1994-01-17T22:21:03.650Z,34.363,-118.615,6.081,2.73,mc,0,66.6,,0.279,ci,ci3186035,2016-02-11T18:26:53.509Z,"11km SSW of Valencia, California",earthquake,,22.135,,33,reviewed,ci,ci
1994-01-17T22:19:23.950Z,34.365,-118.62,11.161,3.93,ml,0,67.2,,0.3,ci,ci3141233,2016-02-12T22:27:27.193Z,"11km SSW of Valencia, California",earthquake,,0.577,,44,reviewed,ci,ci
1994-01-17T22:17:15.820Z,34.354,-118.66,13.021,1.5,mh,0,154.1,0.218,0.174,ci,ci3141008,2016-02-13T03:32:57.540Z,"12km NE of Simi Valley, California",earthquake,,4.975,,0,reviewed,ci,ci
1994-01-17T22:14:08.230Z,34.272,-118.463,10,2.9,ml,,,,0.7,us,usp00066r0,2014-11-07T00:54:47.774Z,"Greater Los Angeles area, California",earthquake,,,,,reviewed,us,gs$
1994-01-17T22:11:05.950Z,34.259,-118.603,-0.281,3.52,ml,0,66.6,,0.285,ci,ci3141007,2016-02-13T05:59:48.254Z,"0km N of Chatsworth, California",earthquake,,0.795,,47,reviewed,ci,ci
1994-01-17T22:10:56.500Z,34.358,-118.487,-0.509,2.5,mh,0,87.6,,0.245,ci,ci3161798,2016-02-11T21:12:29.753Z,"7km SSE of Santa Clarita, California",earthquake,,0.58,,0,reviewed,ci,ci
1994-01-17T22:09:40.230Z,38.7843333,-122.7578333,0.711,0.9,md,6,75,0.03423,0.01,nc,nc1211635,2016-12-21T21:28:40.049Z,"Northern California",earthquake,0.31,1.03,0.25,6,reviewed,nc,nc
1994-01-17T22:09:16.360Z,34.286,-118.552,10.119,3.15,ml,0,60.3,,0.278,ci,ci3141231,2016-02-12T14:47:52.237Z,"5km WNW of Granada Hills, California",earthquake,,1.304,,40,reviewed,ci,ci
1994-01-17T22:08:39.280Z,34.307,-118.456,2.245,2.57,mc,0,84.5,,0.277,ci,ci3186655,2016-02-13T05:59:46.691Z,"3km NNW of Pacoima, California",earthquake,,0.935,,6,reviewed,ci,ci
1994-01-17T22:07:42.470Z,34.345,-118.478,0.151,3.51,ml,0,53.3,,0.293,ci,ci3141230,2016-02-11T23:46:35.948Z,"8km NNW of Pacoima, California",earthquake,,0.378,,44,reviewed,ci,ci
1994-01-17T22:07:19.310Z,34.321,-118.55,8.821,2.94,ml,0,60.3,0.08896,0.23,ci,ci3186024,2016-02-11T23:46:34.422Z,"7km NW of Granada Hills, California",earthquake,,3.816,,10,reviewed,ci,ci
1994-01-17T22:07:17.680Z,39.9535,-122.9556667,-1.028,1.71,md,16,68,0.1946,0.3,nc,nc391515,2016-12-21T21:28:32.137Z,"Northern California",earthquake,0.86,7.71,0.19,7,reviewed,nc,nc
1994-01-17T22:06:47.910Z,34.299,-118.467,8.539,2.85,ml,0,51.7,,0.266,ci,ci3141228,2016-02-12T17:22:36.474Z,"3km WNW of Pacoima, California",earthquake,,1.694,,16,reviewed,ci,ci
1994-01-17T21:59:42.050Z,34.308,-118.414,2.049,2.83,ml,0,57.9,,0.292,ci,ci3141001,2016-02-13T00:59:43.917Z,"4km NE of Pacoima, California",earthquake,,0.291,,38,reviewed,ci,ci
1994-01-17T21:59:14.840Z,41.695,-112.394,7.18,1.51,md,12,62,0.05172,0.12,uu,uu50080165,2018-08-28T05:05:45.440Z,"Utah",earthquake,0.41,1.53,,8,reviewed,uu,uu
1994-01-17T21:57:13.780Z,34.259,-118.62,0.729,1.1,mh,0,108.6,,0.371,ci,ci3161462,2016-02-12T12:06:35.496Z,"2km W of Chatsworth, California",earthquake,,2.59,,0,reviewed,ci,ci
1994-01-17T21:56:32.360Z,34.348,-118.474,0.421,2.86,ml,0,87.7,,0.269,ci,ci3140999,2016-02-12T04:46:41.909Z,"8km NNW of Pacoima, California",earthquake,,0.287,,36,reviewed,ci,ci
1994-01-17T21:52:50.400Z,34.318,-118.4,4.121,1.3,mh,0,145.2,,0.198,ci,ci3161492,2016-02-11T23:46:33.061Z,"5km NE of Pacoima, California",earthquake,,0.541,,0,reviewed,ci,ci
1994-01-17T21:52:05.480Z,34.336,-118.629,0.683,2.72,ml,0,69.3,,0.245,ci,ci3140998,2016-02-13T03:32:56.346Z,"9km NNW of Chatsworth, California",earthquake,,0.585,,31,reviewed,ci,ci
1994-01-17T21:49:18.150Z,34.323,-118.449,8.189,2.85,ml,0,88,,0.255,ci,ci3140997,2016-02-12T17:22:34.991Z,"4km NNW of Pacoima, California",earthquake,,2.043,,39,reviewed,ci,ci
1994-01-17T21:49:00.890Z,34.311,-118.389,4.651,1.5,mh,0,122,,0.262,ci,ci3161461,2016-02-12T04:46:40.460Z,"5km NNW of Lake View Terrace, California",earthquake,,0.742,,0,reviewed,ci,ci
1994-01-17T21:47:47.110Z,34.32,-118.596,-0.453,1.9,mh,0,79.8,,0.386,ci,ci3161455,2016-02-13T08:35:12.330Z,"7km N of Chatsworth, California",earthquake,,0.745,,0,reviewed,ci,ci
1994-01-17T21:46:45.640Z,34.344,-118.602,0.289,2.84,ml,0,65.7,,0.308,ci,ci3140995,2016-02-13T08:35:11.047Z,"10km N of Chatsworth, California",earthquake,,0.417,,25,reviewed,ci,ci
1994-01-17T21:45:32.150Z,34.203,-118.601,20.18,1.6,mh,0,121.3,,0.237,ci,ci3161475,2016-02-13T03:32:54.954Z,"0km NE of Canoga Park, California",earthquake,,3.489,,0,reviewed,ci,ci
1994-01-17T21:44:58.940Z,34.325,-118.433,7.331,1.8,mh,0,104.6,,0.198,ci,ci3161474,2016-02-12T02:18:22.194Z,"5km N of Pacoima, California",earthquake,,2.015,,0,reviewed,ci,ci
1994-01-17T21:44:09.360Z,34.313,-118.569,3.418,1.7,mh,0,118,,0.233,ci,ci3140993,2016-02-13T03:32:53.719Z,"7km NNE of Chatsworth, California",earthquake,,1.269,,0,reviewed,ci,ci
1994-01-17T21:34:52.970Z,34.298,-118.479,8.939,3.13,ml,0,91.7,,0.24,ci,ci3140990,2016-02-12T04:46:39.214Z,"4km NE of Granada Hills, California",earthquake,,0.748,,45,reviewed,ci,ci
1994-01-17T21:34:17.360Z,41.6966667,-112.3938333,6.55,0.76,md,6,95,0.05262,0.15,uu,uu50080160,2018-08-28T05:05:44.800Z,"Utah",earthquake,0.68,2,,6,reviewed,uu,uu
1994-01-17T21:34:02.340Z,34.267,-118.607,3.579,2.85,ml,0,102.9,,0.282,ci,ci3161426,2016-02-12T07:09:36.075Z,"1km NNW of Chatsworth, California",earthquake,,2.245,,14,reviewed,ci,ci
1994-01-17T21:32:22.020Z,42.3863333,-122.0563333,10.874,1.2,md,4,162,0.09064,0.03,uw,uw10331438,2016-07-24T00:01:27.940Z,"Oregon",earthquake,0.266,0.44,0.03,3,reviewed,uw,uw
1994-01-17T21:31:42.120Z,34.318,-118.452,12.761,2.44,mc,0,117.6,,0.147,ci,ci3140989,2016-02-12T04:46:37.612Z,"4km NNW of Pacoima, California",earthquake,,5.704,,4,reviewed,ci,ci
1994-01-17T21:30:46.400Z,42.2651667,-121.9113333,2.454,1.9,md,4,291,0.08161,0.02,uw,uw10331403,2016-07-24T00:01:27.680Z,"Oregon",earthquake,0.15,0.1,0.04,2,reviewed,uw,uw
1994-01-17T21:28:42.350Z,34.335,-118.637,2.249,2.84,ml,0,70.3,,0.292,ci,ci3161472,2016-02-12T19:58:06.804Z,"9km NNW of Chatsworth, California",earthquake,,0.814,,17,reviewed,ci,ci
1994-01-17T21:27:37.870Z,34.282,-118.57,1.459,2.65,ml,0,143.3,,0.341,ci,ci3161470,2016-02-13T00:59:42.373Z,"4km NE of Chatsworth, California",earthquake,,1.268,,9,reviewed,ci,ci
