time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-01-19T19:19:09.710Z,34.21,-118.596,10,1.82,mc,0,140.5,,0.166,ci,ci2162488,2016-02-11T23:47:48.941Z,"1km NE of Canoga Park, California",earthquake,,14.854,,6,reviewed,ci,ci
1994-01-19T19:18:53.600Z,34.255,-118.503,11.652,1.65,mc,0,110.5,,0.178,ci,ci3142312,2016-02-12T19:59:18.885Z,"2km S of Granada Hills, California",earthquake,,1.661,,25,reviewed,ci,ci
1994-01-19T19:17:16.080Z,34.235,-118.597,0.971,2.05,mc,0,109,,0.142,ci,ci3142310,2016-02-12T02:19:57.090Z,"2km SSE of Chatsworth, California",earthquake,,0.655,,39,reviewed,ci,ci
1994-01-19T19:12:47.840Z,34.273,-118.506,11.255,1.82,mc,0,116.2,,0.167,ci,ci3142307,2016-02-12T09:36:56.353Z,"0km WNW of Granada Hills, California",earthquake,,0.623,,19,reviewed,ci,ci
1994-01-19T19:11:54.490Z,34.343,-118.54,7.635,1.89,mc,0,83.8,,0.265,ci,ci3142305,2016-02-11T18:28:03.714Z,"9km NNW of Granada Hills, California",earthquake,,1.535,,24,reviewed,ci,ci
1994-01-19T19:11:42.010Z,34.315,-118.498,9.219,1.83,mc,0,70.6,,0.134,ci,ci3142304,2016-02-13T01:01:14.462Z,"5km N of Granada Hills, California",earthquake,,1.334,,12,reviewed,ci,ci
1994-01-19T19:10:45.310Z,34.245,-118.586,1.399,1.99,mc,0,115.7,,0.258,ci,ci3142302,2016-02-13T06:01:32.920Z,"2km SE of Chatsworth, California",earthquake,,0.538,,24,reviewed,ci,ci
1994-01-19T19:06:25.560Z,34.298,-118.429,0.173,1.9,ml,0,88.8,,0.227,ci,ci3142301,2016-02-13T01:01:13.274Z,"2km NNE of Pacoima, California",earthquake,,0.692,,8,reviewed,ci,ci
1994-01-19T19:04:06.780Z,42.2415,-121.9635,6.231,2.4,md,11,149,,0.1,uw,uw10334108,2016-07-24T00:01:45.190Z,"Oregon",earthquake,0.369,0.49,0.04,3,reviewed,uw,uw
1994-01-19T19:02:00.190Z,34.128,-118.49,11.669,1.95,mc,0,158.3,,0.171,ci,ci3142298,2016-02-12T12:08:05.850Z,"4km SSE of Encino, California",earthquake,,3.504,,28,reviewed,ci,ci
1994-01-19T19:00:56.800Z,34.344,-118.502,4.558,1.84,mc,0,52.7,,0.19,ci,ci3142297,2016-02-12T12:08:04.577Z,"8km N of Granada Hills, California",earthquake,,0.236,,23,reviewed,ci,ci
1994-01-19T18:57:24.700Z,42.353,-122.0193333,13.634,0.9,md,4,144,0.0527,0.13,uw,uw10334088,2016-07-24T00:01:44.870Z,"Oregon",earthquake,1.204,1.11,0.04,3,reviewed,uw,uw
1994-01-19T18:53:57.570Z,40.4695,-121.3068333,1.829,1.27,md,4,240,0.04234,0.06,nc,nc1211677,2016-12-21T21:42:42.347Z,"Northern California",earthquake,7.66,4.81,0.09,4,reviewed,nc,nc
1994-01-19T18:53:57.130Z,33.564,-116.721,12.441,2.7,ml,0,35.5,,0.192,ci,ci3142296,2016-02-12T19:59:17.549Z,"4km WNW of Anza, California",earthquake,,0.429,,19,reviewed,ci,ci
1994-01-19T18:52:57.980Z,34.354,-118.549,4.162,1.91,mc,0,74.7,,0.255,ci,ci3142295,2016-02-11T21:13:43.627Z,"8km SSW of Santa Clarita, California",earthquake,,0.324,,13,reviewed,ci,ci
1994-01-19T18:45:25.210Z,34.286,-118.491,8.076,2.26,mc,0,86.7,,0.215,ci,ci3142293,2016-02-13T01:01:11.280Z,"2km NNE of Granada Hills, California",earthquake,,0.806,,81,reviewed,ci,ci
1994-01-19T18:40:58.600Z,35.029,-117.676,-0.78,1.57,mc,0,136.6,0.09133,0.158,ci,ci3142289,2016-02-12T19:59:16.183Z,"4km NW of Boron, California",quarry blast,,,,28,reviewed,ci,ci
1994-01-19T18:39:07.310Z,34.333,-118.465,1.166,2.51,mc,0,50,,0.228,ci,ci3142287,2016-02-12T07:10:43.637Z,"6km NNW of Pacoima, California",earthquake,,0.319,,108,reviewed,ci,ci
1994-01-19T18:37:13.130Z,34.241,-118.503,4.237,1.9,mc,0,175.2,,0.153,ci,ci3142286,2016-02-11T21:13:42.349Z,"3km ENE of Northridge, California",earthquake,,1.839,,12,reviewed,ci,ci
1994-01-19T18:33:50.270Z,34.305,-118.43,9.491,1.86,mc,0,64.7,,0.185,ci,ci3142285,2016-02-12T14:49:04.868Z,"2km NNE of Pacoima, California",earthquake,,1.018,,18,reviewed,ci,ci
1994-01-19T18:25:40.570Z,34.337,-118.496,6.919,1.92,mc,0,94.8,,0.168,ci,ci3142283,2016-02-12T12:08:02.655Z,"7km N of Granada Hills, California",earthquake,,1.36,,29,reviewed,ci,ci
1994-01-19T18:25:31.090Z,34.31,-118.444,8.141,1.83,mc,0,79,,0.207,ci,ci3167303,2016-02-13T06:01:31.638Z,"3km N of Pacoima, California",earthquake,,2.168,,36,reviewed,ci,ci
1994-01-19T18:22:08.520Z,34.346,-118.485,4.408,2.24,mc,0,55.5,,0.186,ci,ci3142282,2016-02-13T06:01:30.426Z,"8km SSE of Santa Clarita, California",earthquake,,0.23,,78,reviewed,ci,ci
1994-01-19T18:17:43.680Z,38.1216667,-122.4486667,7.016,1.95,md,39,40,0.07928,0.1,nc,nc391840,2016-12-21T21:42:33.110Z,"San Francisco Bay area, California",earthquake,0.16,0.65,0.19,27,reviewed,nc,nc
1994-01-19T18:13:32.370Z,34.297,-118.452,4.339,2.02,mc,0,68.6,,0.265,ci,ci3142280,2016-02-12T02:19:55.717Z,"2km NW of Pacoima, California",earthquake,,0.456,,47,reviewed,ci,ci
1994-01-19T18:10:30.690Z,42.2823333,-121.9166667,1.854,1.3,md,4,284,0.06419,0.04,uw,uw10334048,2016-07-24T00:01:44.540Z,"Oregon",earthquake,0.328,0.27,0.05,2,reviewed,uw,uw
1994-01-19T18:04:16.480Z,34.351,-118.535,2.472,2.1,mc,0,117.7,,0.205,ci,ci3142275,2016-02-13T03:34:27.131Z,"8km SSW of Santa Clarita, California",earthquake,,0.254,,27,reviewed,ci,ci
1994-01-19T18:00:24.210Z,42.28,-121.9576667,0.304,1.2,md,4,255,0.06187,0.15,uw,uw10334023,2016-07-24T00:01:44.220Z,"Oregon",earthquake,0.057,0.16,0.05,2,reviewed,uw,uw
1994-01-19T17:56:06.970Z,33.227,-115.64,3.601,2.41,mc,0,79.1,0.07014,0.283,ci,ci3183244,2016-02-12T22:28:39.621Z,"11km W of Niland, California",earthquake,,2.002,,4,reviewed,ci,ci
1994-01-19T17:54:21.140Z,31.442,-115.8,5.925,3.82,ml,0,279.4,,0.341,ci,ci3142273,2016-02-13T06:01:29.129Z,"79km ESE of Maneadero, B.C., MX",earthquake,,,,16,reviewed,ci,ci
1994-01-19T17:46:52.530Z,34.342,-118.452,3.968,3.1,ml,0,45.2,,0.265,ci,ci3142271,2016-02-12T02:19:54.321Z,"7km N of Pacoima, California",earthquake,,0.176,,45,reviewed,ci,ci
1994-01-19T17:44:40.550Z,34.327,-118.639,14.633,2.01,mc,0,85.9,,0.216,ci,ci3142270,2016-02-11T18:28:02.207Z,"8km NNW of Chatsworth, California",earthquake,,0.563,,21,reviewed,ci,ci
1994-01-19T17:41:12.240Z,36.171,-118.171,4.194,1.87,mc,0,200.7,0.1165,0.082,ci,ci3142269,2016-02-12T19:59:14.966Z,"19km SW of Olancha, California",earthquake,,,,22,reviewed,ci,ci
1994-01-19T17:39:32.200Z,34.333,-118.688,2.618,1.91,mc,0,145.7,,0.191,ci,ci3142268,2016-02-13T01:01:09.953Z,"8km NE of Simi Valley, California",earthquake,,0.977,,47,reviewed,ci,ci
1994-01-19T17:38:00.910Z,34.354,-118.461,3.888,2.36,mc,0,49.9,,0.207,ci,ci3142267,2016-02-11T18:28:00.933Z,"8km SSE of Santa Clarita, California",earthquake,,0.298,,81,reviewed,ci,ci
1994-01-19T17:36:18.370Z,34.357,-118.572,13.177,2.1,mc,0,169.1,,0.153,ci,ci3142265,2016-02-13T01:01:08.690Z,"9km SW of Santa Clarita, California",earthquake,,3.333,,11,reviewed,ci,ci
1994-01-19T17:32:21.860Z,37.3228333,-121.6935,6.558,1.01,md,14,86,0.06306,0.03,nc,nc391838,2016-12-21T21:42:16.428Z,"Northern California",earthquake,0.23,0.64,0.05,5,reviewed,nc,nc
1994-01-19T17:30:18.270Z,34.195,-118.628,1.022,2.1,mc,0,114.2,,0.25,ci,ci3142339,2016-02-12T07:10:42.259Z,"2km E of West Hills, California",earthquake,,0.604,,43,reviewed,ci,ci
1994-01-19T17:28:55.670Z,34.357,-118.457,2.483,2.7,ml,0,40.7,,0.256,ci,ci3142337,2016-02-12T14:49:03.148Z,"8km SE of Santa Clarita, California",earthquake,,0.19,,20,reviewed,ci,ci
1994-01-19T17:24:29.260Z,37.6398333,-118.955,4.91,1.8,md,31,39,0.01171,0.05,nc,nc391834,2016-12-21T21:42:06.050Z,"Long Valley area, California",earthquake,0.2,0.31,0.18,29,reviewed,nc,nc
1994-01-19T17:19:53.880Z,34.29,-118.466,7.006,2.32,mc,0,76.4,,0.19,ci,ci3142261,2016-02-12T19:59:13.751Z,"3km WNW of San Fernando, California",earthquake,,1.386,,77,reviewed,ci,ci
1994-01-19T17:16:58.050Z,34.322,-118.423,5.446,2.22,mc,0,76,,0.242,ci,ci3167291,2016-02-12T02:19:52.748Z,"4km NNE of Pacoima, California",earthquake,,2.107,,58,reviewed,ci,ci
1994-01-19T17:16:19.260Z,34.322,-118.426,5.746,2.44,ml,0,84.2,,0.246,ci,ci3142260,2016-02-13T08:36:07.691Z,"4km NNE of Pacoima, California",earthquake,,1.731,,5,reviewed,ci,ci
1994-01-19T17:12:11.040Z,34.306,-118.492,10,3.4,ml,,,,1,us,usp00066ze,2014-11-07T00:54:48.642Z,"Greater Los Angeles area, California",earthquake,,,,,reviewed,us,gs$
1994-01-19T17:04:13.950Z,34.408,-118.619,14.843,1.8,mc,0,113.4,,0.203,ci,ci3167476,2016-02-12T12:08:01.412Z,"7km SW of Valencia, California",earthquake,,0.661,,23,reviewed,ci,ci
1994-01-19T17:03:35.800Z,34.305,-118.437,5.426,2.14,mc,0,90.7,,0.171,ci,ci3142334,2016-02-11T23:47:47.600Z,"2km N of Pacoima, California",earthquake,,4.749,,69,reviewed,ci,ci
1994-01-19T17:02:12.580Z,34.219,-118.618,13.673,2.89,ml,0,67.8,,0.277,ci,ci3142331,2016-02-12T22:28:38.371Z,"2km NNW of Canoga Park, California",earthquake,,0.31,,20,reviewed,ci,ci
1994-01-19T17:00:45.570Z,34.389,-118.65,3.3,1.74,mc,0,98.1,,0.236,ci,ci3142252,2016-02-13T08:36:06.270Z,"10km SW of Valencia, California",earthquake,,0.4,,17,reviewed,ci,ci
1994-01-19T16:58:43.160Z,42.1648333,-121.8991667,-1.622,2.2,md,3,316,0.1595,0.04,uw,uw10333998,2016-07-24T00:01:43.940Z,"Oregon",explosion,0.05,0.03,0.05,1,reviewed,uw,uw
1994-01-19T16:53:51.760Z,34.316,-118.518,1.995,1.7,mc,0,64.1,,0.257,ci,ci3142249,2016-02-12T17:23:43.491Z,"5km NNW of Granada Hills, California",earthquake,,0.726,,4,reviewed,ci,ci
1994-01-19T16:48:51.120Z,34.297,-118.488,8.659,1.65,mc,0,79.6,,0.234,ci,ci3142247,2016-02-11T18:27:59.721Z,"3km NNE of Granada Hills, California",earthquake,,1.737,,5,reviewed,ci,ci
1994-01-19T16:45:20.030Z,37.6436667,-118.9508333,3.234,0.77,md,5,118,0.02432,0,nc,nc1211676,2016-12-21T21:41:54.152Z,"Long Valley area, California",earthquake,1.32,2.45,0.06,5,reviewed,nc,nc
1994-01-19T16:42:55.630Z,34.308,-118.481,6.854,2.24,mc,0,68.6,,0.268,ci,ci3142246,2016-02-13T01:01:07.364Z,"4km NNE of Granada Hills, California",earthquake,,0.934,,84,reviewed,ci,ci
1994-01-19T16:41:04.410Z,34.341,-118.473,5.044,2.27,mc,0,52.4,,0.198,ci,ci3142244,2016-02-12T04:47:56.788Z,"7km NNW of Pacoima, California",earthquake,,2.581,,86,reviewed,ci,ci
1994-01-19T16:40:07.440Z,38.8108333,-122.4648333,8.162,1.37,md,11,99,0.01441,0.04,nc,nc391830,2016-12-21T21:41:46.634Z,"Northern California",earthquake,0.44,0.56,0.06,5,reviewed,nc,nc
1994-01-19T16:30:32.180Z,38.8025,-122.4496667,7.232,1.24,md,8,96,0.003604,0.09,nc,nc391828,2016-12-21T21:41:38.423Z,"Northern California",earthquake,0.49,0.55,0.14,2,reviewed,nc,nc
1994-01-19T16:26:36.450Z,34.159,-118.48,12.898,1.94,mc,0,132.4,,0.235,ci,ci3142243,2016-02-11T23:47:46.251Z,"2km E of Encino, California",earthquake,,1.706,,14,reviewed,ci,ci
1994-01-19T16:24:09.440Z,34.368,-118.633,13.108,2.02,mc,0,111.3,,0.175,ci,ci3142240,2016-02-13T03:34:25.863Z,"11km SSW of Valencia, California",earthquake,,0.887,,27,reviewed,ci,ci
1994-01-19T16:22:58.840Z,34.23,-118.595,1.406,1.81,mc,0,96.2,,0.281,ci,ci3142239,2016-02-13T01:01:06.010Z,"3km SSE of Chatsworth, California",earthquake,,1.395,,5,reviewed,ci,ci
1994-01-19T16:20:31.430Z,34.379,-118.485,-0.829,2.05,mc,0,82.1,,0.337,ci,ci3167185,2016-02-11T23:47:44.996Z,"5km SSE of Santa Clarita, California",earthquake,,0.739,,56,reviewed,ci,ci
1994-01-19T16:19:31.270Z,34.288,-118.453,4.391,2.44,ml,0,78.2,,0.273,ci,ci3142238,2016-02-12T02:19:51.414Z,"1km WNW of Pacoima, California",earthquake,,0.292,,15,reviewed,ci,ci
1994-01-19T16:16:30.980Z,34.284,-118.495,11.238,1.97,mc,0,94.3,,0.265,ci,ci3142237,2016-02-13T03:34:24.623Z,"2km NNE of Granada Hills, California",earthquake,,2.791,,27,reviewed,ci,ci
1994-01-19T16:16:12.280Z,39.5518333,-123.3881667,7.648,1.1,md,4,169,0.09189,0,nc,nc1211675,2016-12-21T21:41:30.714Z,"Northern California",earthquake,0.64,3.04,0.2,4,reviewed,nc,nc
1994-01-19T16:14:49.470Z,38.7633333,-122.4538333,7.702,2.21,md,33,46,0.04324,0.18,nc,nc391827,2016-12-21T21:41:20.210Z,"Northern California",earthquake,0.27,0.86,0.1,28,reviewed,nc,nc
1994-01-19T16:07:25.060Z,34.382,-118.561,2.71,2.15,mc,0,155.2,,0.206,ci,ci3142236,2016-02-13T03:34:23.324Z,"6km SW of Santa Clarita, California",earthquake,,1.191,,19,reviewed,ci,ci
1994-01-19T16:06:18.390Z,34.274,-118.467,11.796,1.67,mc,0,134.9,,0.162,ci,ci3142235,2016-02-12T19:59:12.119Z,"3km WSW of San Fernando, California",earthquake,,2.226,,13,reviewed,ci,ci
1994-01-19T16:05:32.350Z,34.315,-118.527,3.261,2.27,mc,0,63.8,,0.257,ci,ci3142232,2016-02-11T21:13:41.038Z,"5km NNW of Granada Hills, California",earthquake,,0.419,,57,reviewed,ci,ci
1994-01-19T16:03:57.430Z,34.352,-118.502,7.133,2.19,mc,0,78.7,,0.26,ci,ci3142228,2016-02-12T22:28:36.918Z,"7km S of Santa Clarita, California",earthquake,,3.675,,37,reviewed,ci,ci
1994-01-19T15:57:40.290Z,34.352,-118.658,1.8,2.32,mc,0,87,,0.296,ci,ci3142227,2016-02-11T18:27:58.432Z,"12km NE of Simi Valley, California",earthquake,,0.51,,60,reviewed,ci,ci
1994-01-19T15:56:51.370Z,34.338,-118.411,-1.226,1.8,mc,0,145.7,,0.17,ci,ci3142225,2016-02-12T02:19:50.031Z,"7km NNE of Pacoima, California",earthquake,,1.497,,25,reviewed,ci,ci
1994-01-19T15:56:02.880Z,34.331,-118.455,4.516,2.03,mc,0,110.1,,0.161,ci,ci3142220,2016-02-12T12:08:00.125Z,"6km NNW of Pacoima, California",earthquake,,0.537,,34,reviewed,ci,ci
1994-01-19T15:46:30.730Z,34.341,-118.482,1.531,2.23,mc,0,67,,0.256,ci,ci3142218,2016-02-11T21:13:39.720Z,"8km NNW of Pacoima, California",earthquake,,0.327,,42,reviewed,ci,ci
1994-01-19T15:45:31.490Z,34.291,-118.578,12.1,1.79,mc,0,119.3,,0.194,ci,ci3166906,2016-02-11T21:13:38.457Z,"4km NNE of Chatsworth, California",earthquake,,14.479,,4,reviewed,ci,ci
1994-01-19T15:44:53.700Z,34.207,-118.493,15.473,2.05,mc,0,92.5,,0.215,ci,ci3142217,2016-02-11T18:27:57.008Z,"4km E of Reseda, California",earthquake,,0.735,,8,reviewed,ci,ci
1994-01-19T15:34:47.380Z,37.6118333,-118.8971667,3.103,0.79,md,7,147,0.01892,0.03,nc,nc1211674,2016-12-21T21:41:07.632Z,"Long Valley area, California",earthquake,0.78,1.66,0.06,7,reviewed,nc,nc
1994-01-19T15:22:24.740Z,34.288,-118.454,5.511,2.29,mc,0,83.5,,0.229,ci,ci3142216,2016-02-12T14:49:00.373Z,"2km WNW of San Fernando, California",earthquake,,,,39,reviewed,ci,ci
1994-01-19T15:18:43.450Z,33.697,-116.715,17.159,1.65,mc,0,144.9,,0.134,ci,ci3142215,2016-02-13T01:01:04.784Z,"5km S of Idyllwild, California",earthquake,,1.855,,16,reviewed,ci,ci
1994-01-19T15:17:15.410Z,37.5268333,-118.8583333,4.607,0.74,md,8,121,0.02523,0.06,nc,nc391824,2016-12-21T21:40:58.893Z,"Central California",earthquake,0.8,1.36,0.16,6,reviewed,nc,nc
1994-01-19T15:17:05.920Z,34.312,-118.423,5.231,2.41,mc,0,94.7,,0.168,ci,ci3142212,2016-02-13T08:36:04.282Z,"4km NNE of Pacoima, California",earthquake,,4.231,,51,reviewed,ci,ci
1994-01-19T15:15:18.030Z,34.408,-118.614,15.157,2.18,mc,0,98.8,,0.231,ci,ci3166904,2016-02-11T23:47:43.696Z,"6km SW of Valencia, California",earthquake,,0.929,,15,reviewed,ci,ci
1994-01-19T15:14:55.460Z,34.342,-118.452,7.969,2.29,mc,0,78,,0.259,ci,ci3166901,2016-02-12T22:28:35.673Z,"7km N of Pacoima, California",earthquake,,1.966,,20,reviewed,ci,ci
1994-01-19T15:14:42.250Z,34.245,-118.534,1.481,2.39,mc,0,98.5,,0.236,ci,ci3142211,2016-02-13T06:01:27.766Z,"1km N of Northridge, California",earthquake,,1.49,,27,reviewed,ci,ci
1994-01-19T15:03:47.550Z,34.295,-118.46,8.138,3.63,ml,0,51.1,,0.3,ci,ci3142210,2016-02-12T22:28:33.918Z,"2km WNW of Pacoima, California",earthquake,,0.673,,48,reviewed,ci,ci
1994-01-19T15:02:06.020Z,34.295,-118.457,7.043,2.24,mc,0,84.1,,0.211,ci,ci3142208,2016-02-13T08:36:03.026Z,"2km NW of Pacoima, California",earthquake,,2.698,,38,reviewed,ci,ci
1994-01-19T14:59:59.500Z,34.333,-118.435,6.861,2.3,mc,0,77.4,,0.223,ci,ci3142207,2016-02-13T03:34:22.102Z,"6km N of Pacoima, California",earthquake,,1.247,,29,reviewed,ci,ci
1994-01-19T14:52:21.860Z,38.804,-122.468,8.232,1.98,md,25,50,0.01622,0.08,nc,nc391822,2016-12-21T21:40:50.406Z,"Northern California",earthquake,0.2,0.34,0.17,22,reviewed,nc,nc
1994-01-19T14:48:02.520Z,34.308,-118.445,-0.65,2.55,mc,0,61,,0.291,ci,ci3142231,2016-02-12T22:28:31.689Z,"3km NNW of Pacoima, California",earthquake,,0.809,,23,reviewed,ci,ci
1994-01-19T14:46:35.200Z,34.292,-118.466,5.809,3.88,ml,0,51.5,,0.26,ci,ci3142230,2016-02-11T21:13:37.204Z,"3km WNW of San Fernando, California",earthquake,,2.512,,48,reviewed,ci,ci
1994-01-19T14:46:12.040Z,34.328,-118.454,7.053,2.21,ml,0,87.9,,0.189,ci,ci2152176,2016-02-11T23:47:42.421Z,"5km NNW of Pacoima, California",earthquake,,1.024,,4,reviewed,ci,ci
1994-01-19T14:44:37.540Z,35.791,-118.347,0.686,1.55,mc,0,157.9,0.1276,0.17,ci,ci3166898,2016-02-13T06:01:26.532Z,"8km ENE of Kernville, California",earthquake,,0.747,,23,reviewed,ci,ci
1994-01-19T14:44:35.910Z,34.308,-118.424,4.601,2.22,mc,0,76.5,,0.259,ci,ci3142204,2016-02-11T18:27:55.777Z,"3km NNE of Pacoima, California",earthquake,,0.497,,48,reviewed,ci,ci
1994-01-19T14:40:32.000Z,37.5925,-118.8025,5.865,0.75,md,6,134,0.01802,0.01,nc,nc1211673,2016-12-21T21:40:41.751Z,"Central California",earthquake,0.49,1.24,0.08,4,reviewed,nc,nc
1994-01-19T14:33:54.320Z,41.794,-112.4091667,-0.09,0.75,md,8,116,0.1277,0.06,uu,uu50080255,2018-08-28T05:05:56.650Z,"Utah",earthquake,0.34,6.94,,5,reviewed,uu,uu
1994-01-19T14:28:33.960Z,34.299,-118.473,8.438,2.43,ml,0,64,,0.276,ci,ci3142203,2016-02-12T02:19:48.065Z,"4km WNW of Pacoima, California",earthquake,,1.607,,22,reviewed,ci,ci
1994-01-19T14:27:39.470Z,34.216,-118.538,1.681,2.24,mc,0,111.7,,0.263,ci,ci3166897,2016-02-11T18:27:53.837Z,"2km NNW of Reseda, California",earthquake,,0.964,,23,reviewed,ci,ci
1994-01-19T14:27:30.980Z,34.235,-118.586,10.081,2.22,mc,0,93.7,,0.222,ci,ci3142201,2016-02-11T21:13:35.573Z,"3km SSE of Chatsworth, California",earthquake,,4.402,,27,reviewed,ci,ci
1994-01-19T14:24:06.490Z,34.263,-118.484,2.602,1.96,mc,0,92,,0.295,ci,ci3142199,2016-02-13T06:01:25.260Z,"2km ESE of Granada Hills, California",earthquake,,1.377,,17,reviewed,ci,ci
1994-01-19T14:09:14.830Z,34.215,-118.51,17.287,4.52,ml,0,34.3,,0.295,ci,ci3142198,2016-02-11T18:27:52.503Z,"3km NE of Reseda, California",earthquake,,0.353,,44,reviewed,ci,ci
1994-01-19T14:03:39.210Z,38.7883333,-122.7475,0.181,1.31,md,16,66,0.02793,0.04,nc,nc391819,2016-12-21T21:40:34.568Z,"Northern California",earthquake,0.15,0.54,0.15,10,reviewed,nc,nc
1994-01-19T14:02:09.760Z,37.0661667,-121.1393333,0.323,0.79,md,10,217,0.06306,0.05,nc,nc391818,2016-12-21T21:40:27.410Z,"Central California",earthquake,1.12,5.13,,1,reviewed,nc,nc
1994-01-19T13:56:48.800Z,34.057,-117.541,12.239,1.59,mc,0,99.7,,0.156,ci,ci3142196,2016-02-12T12:07:58.875Z,"7km NW of Glen Avon, California",earthquake,,0.439,,19,reviewed,ci,ci
1994-01-19T13:48:27.000Z,34.268,-118.381,24.443,1.77,mc,0,133.2,0.09945,0.203,ci,ci3142193,2016-02-12T07:10:40.947Z,"2km WSW of Lake View Terrace, California",earthquake,,6.02,,3,reviewed,ci,ci
1994-01-19T13:44:23.420Z,34.355,-118.616,7.56,2.48,ml,0,67.1,,0.235,ci,ci3142186,2016-02-13T06:01:23.957Z,"11km N of Chatsworth, California",earthquake,,4.683,,13,reviewed,ci,ci
1994-01-19T13:42:43.470Z,33.217,-115.619,5.708,1.26,mc,0,106.7,0.06764,0.191,ci,ci3142183,2016-02-12T09:36:55.173Z,"10km WSW of Niland, California",earthquake,,6.98,,5,reviewed,ci,ci
1994-01-19T13:39:32.310Z,34.327,-118.453,4.471,2.2,mc,0,84.6,,0.199,ci,ci3142182,2016-02-13T08:36:01.728Z,"5km NNW of Pacoima, California",earthquake,,0.385,,77,reviewed,ci,ci
1994-01-19T13:36:48.150Z,34.496,-118.709,14.676,1.57,mc,0,122.4,,0.091,ci,ci3142181,2016-02-12T12:07:57.603Z,"8km W of Castaic, California",earthquake,,0.966,,8,reviewed,ci,ci
1994-01-19T13:36:37.350Z,34.525,-118.817,3.946,1.21,mc,0,191.8,,0.07,ci,ci3183241,2016-02-11T21:13:34.298Z,"12km N of Piru, California",earthquake,,0.52,,4,reviewed,ci,ci
1994-01-19T13:34:10.000Z,42.2853333,-121.93,1.211,2.1,md,9,173,0.05818,0.2,uw,uw10333873,2016-07-24T00:01:43.390Z,"Oregon",earthquake,0.754,1.01,0.08,2,reviewed,uw,uw
1994-01-19T13:20:51.120Z,33.135,-116.017,11.936,1.31,mc,0,59.8,0.1372,0.172,ci,ci3142180,2016-02-12T07:10:39.722Z,"11km E of Ocotillo Wells, California",earthquake,,2.617,,8,reviewed,ci,ci
1994-01-19T13:17:19.530Z,34.344,-118.501,1.641,2.9,ml,0,62.1,,0.304,ci,ci3142179,2016-02-11T21:13:32.789Z,"8km N of Granada Hills, California",earthquake,,0.317,,47,reviewed,ci,ci
1994-01-19T13:15:00.860Z,34.359,-118.517,11.07,1.61,mc,0,91.3,,0.166,ci,ci3142177,2016-02-13T06:01:22.648Z,"6km S of Santa Clarita, California",earthquake,,3.425,,10,reviewed,ci,ci
1994-01-19T13:14:21.720Z,34.361,-118.522,9.198,1.89,mc,0,92.2,,0.217,ci,ci3142175,2016-02-13T06:01:21.377Z,"6km SSW of Santa Clarita, California",earthquake,,3.388,,15,reviewed,ci,ci
1994-01-19T13:12:20.950Z,33.219,-115.621,6.208,2.41,mc,0,55.5,0.06672,0.261,ci,ci3142170,2016-02-11T23:47:41.052Z,"10km WSW of Niland, California",earthquake,,2.278,,42,reviewed,ci,ci
1994-01-19T13:02:18.040Z,38.47,-117.902,5,2.9,mb,,,,0.9,us,usp00066yv,2014-11-07T00:54:48.570Z,"Nevada",earthquake,,,,1,reviewed,us,us
1994-01-19T12:54:38.930Z,37.6408333,-118.9515,5.583,1.1,md,10,76,0.02432,0.03,nc,nc1211671,2016-12-21T21:40:10.216Z,"Long Valley area, California",earthquake,0.72,0.71,0.18,10,reviewed,nc,nc
1994-01-19T12:47:48.640Z,34.29,-118.453,6.241,2.09,mc,0,125,,0.143,ci,ci3166886,2016-02-12T04:47:55.611Z,"2km WNW of Pacoima, California",earthquake,,5.93,,37,reviewed,ci,ci
1994-01-19T12:46:57.130Z,34.381,-118.667,1.545,2.45,ml,0,71.7,,0.279,ci,ci3142167,2016-02-12T12:07:56.366Z,"12km SW of Valencia, California",earthquake,,0.414,,5,reviewed,ci,ci
1994-01-19T12:38:44.760Z,34.331,-118.424,4.581,3.49,ml,0,48.7,,0.282,ci,ci3142165,2016-02-13T06:01:20.113Z,"6km NNE of Pacoima, California",earthquake,,0.272,,50,reviewed,ci,ci
1994-01-19T12:33:35.910Z,37.6403333,-118.954,5.32,1.42,md,26,53,0.02342,0.04,nc,nc391808,2016-12-21T21:40:01.750Z,"Long Valley area, California",earthquake,0.21,0.44,0.1,20,reviewed,nc,nc
1994-01-19T12:31:28.400Z,34.363,-118.611,6.916,2.29,mc,0,94.8,,0.202,ci,ci3142163,2016-02-12T07:10:38.443Z,"11km SSW of Valencia, California",earthquake,,17.969,,41,reviewed,ci,ci
1994-01-19T12:25:56.220Z,34.369,-118.653,23.68,1.97,mc,0,90.4,,0.25,ci,ci3142162,2016-02-13T03:34:20.897Z,"12km SW of Valencia, California",earthquake,,2.342,,13,reviewed,ci,ci
1994-01-19T12:20:04.370Z,37.4678333,-118.7826667,8.204,2.32,md,39,105,0.03604,0.04,nc,nc391807,2016-12-21T21:39:48.790Z,"Central California",earthquake,0.27,0.52,0.18,36,reviewed,nc,nc
1994-01-19T12:16:29.220Z,34.258,-118.541,17.6,1.62,mc,0,100.4,,0.265,ci,ci3166917,2016-02-12T22:28:30.430Z,"3km NNW of Northridge, California",earthquake,,3.759,,13,reviewed,ci,ci
